,Name,Episodes,Release,Members,Score
662,Junjou Romantica 2,12,Oct 2008 - Dec 2008,179444,7.7
2222,Mushrambo,32,Feb 2000 - Sep 2000,16091,6.93
4516,Glasslip,13,Jul 2014 - Sep 2014,165100,5.42
1764,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",10,Oct 2013 - Dec 2013,403905,7.15
2878,Yakyuukyou no Uta,25,Dec 1977 - Mar 1979,1468,6.62
506,Tiger & Bunny,25,Apr 2011 - Sep 2011,225826,7.85
2284,Prince of Stride: Alternative,12,Jan 2016 - Mar 2016,174157,6.9
4621,Hentatsu (TV),12,Jan 2020 - Mar 2020,5640,5.08
4307,Lei Su Deng Shandian Chong Xian,26,May 2007 -,481,5.74
4627,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,12,Oct 2022 - Dec 2022,20036,5.01
2949,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,26,Apr 2019 - Oct 2019,156859,6.59
6,Bleach: Sennen Kessen-hen,13,Oct 2022 - Dec 2022,515883,9.03
555,Migi to Dali,13,Oct 2023 - Dec 2023,60072,7.8
4142,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,12,Apr 2021 - Jun 2021,24250,5.89
3308,Brave Beats,22,Oct 2015 - Mar 2016,4702,6.43
3842,Manga Hajimete Monogatari,305,May 1978 - Mar 1984,718,6.13
470,Ie Naki Ko Remy,23,Sep 1996 - Mar 1997,20522,7.89
1933,Boogiepop wa Warawanai (2019),18,Jan 2019 - Mar 2019,226955,7.07
514,Yume-iro Pâtissière,50,Oct 2009 - Sep 2010,81564,7.84
664,D.Gray-man Hallow,13,Jul 2016 - Sep 2016,188757,7.69
2225,Project ARMS,26,Apr 2001 - Sep 2001,14466,6.93
4486,Duel Masters!!,51,Apr 2019 - Mar 2020,1187,5.47
4259,Kamierabi,12,Oct 2023 - Dec 2023,21918,5.79
1068,Kyuuketsuki Sugu Shinu 2,12,Jan 2023 - Mar 2023,31538,7.44
3668,Sekkou Boys,12,Jan 2016 - Mar 2016,53107,6.25
4266,Hokahoka Kazoku,1428,Oct 1976 - Mar 1982,890,5.79
2806,Suteki Tantei Labyrinth,25,Oct 2007 - Mar 2008,10121,6.66
496,Machikado Mazoku: 2-choume,12,Apr 2022 - Jul 2022,66140,7.86
2038,Azur Lane: Bisoku Zenshin!,12,Jan 2021 - Mar 2021,50488,7.02
261,Toaru Kagaku no Railgun T,25,Jan 2020 - Sep 2020,228262,8.16
3996,Zhandou Wang Zhi Jufeng Zhan Hun 3,40,Sep 2015 - Oct 2015,714,6.02
3248,Gakuen Heaven,13,Apr 2006 - Jun 2006,67378,6.46
890,Hataraku Saibou,13,Jul 2018 - Sep 2018,641818,7.55
1336,Love Lab,13,Jul 2013 - Sep 2013,200991,7.31
275,Lupin III: Part 5,24,Apr 2018 - Sep 2018,43746,8.13
2219,Konchuu Monogatari Minashigo Hutch,91,Apr 1970 - Dec 1971,3454,6.93
2022,Ookami Shoujo to Kuro Ouji,12,Oct 2014 - Dec 2014,466766,7.03
666,Fruits Basket,26,Jul 2001 - Dec 2001,534899,7.69
1055,Tropical-Rouge! Precure,46,Feb 2021 - Jan 2022,12121,7.45
214,Sasaki to Miyano,12,Jan 2022 - Mar 2022,187668,8.22
4545,SD Gundam Force,52,Jan 2004 - Dec 2004,8939,5.37
3111,Fudanshi Koukou Seikatsu,12,Jul 2016 - Sep 2016,72790,6.52
170,Boku dake ga Inai Machi,12,Jan 2016 - Mar 2016,2063279,8.3
2382,Hyakujuu-Ou GoLion,52,Mar 1981 - Feb 1982,12503,6.85
2180,Leadale no Daichi nite,12,Jan 2022 - Mar 2022,154915,6.95
1057,Uchuu Senkan Yamato 2,26,Oct 1978 - Apr 1979,8634,7.45
2364,Dokkiri Doctor,26,Oct 1998 - Jun 1999,1412,6.86
2088,Gakuen Senki Muryou,26,May 2001 - Dec 2001,7529,7.0
1267,Handa-kun,12,Jul 2016 - Sep 2016,294137,7.35
381,Kakushigoto,12,Apr 2020 - Jun 2020,325448,7.98
885,Shakugan no Shana II (Second),24,Oct 2007 - Mar 2008,307087,7.55
1010,Major 2nd 2nd Season,25,Apr 2020 - Nov 2020,21599,7.48
1049,Future GPX Cyber Formula,37,Mar 1991 - Dec 1991,8621,7.45
4419,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,9,Jan 2012 - Mar 2012,609,5.6
2329,Keroro,23,Mar 2014 - Sep 2014,9606,6.87
1015,Lady Lady!!,21,Oct 1987 - Mar 1988,6696,7.47
3503,Akadou Suzunosuke,52,Apr 1972 - Mar 1973,917,6.33
3663,Peach Boy Riverside,12,Jul 2021 - Sep 2021,179254,6.25
3157,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",24,Apr 2016 - Sep 2016,136088,6.51
3540,ChäoS;Child,12,Jan 2017 - Mar 2017,131872,6.31
4485,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,32,Apr 2014 - Feb 2015,602,5.47
3732,Uchuu no Kishi Tekkaman,26,Jul 1975 - Dec 1975,3315,6.2
3218,Shirogane no Ishi: Argevollen,24,Jul 2014 - Dec 2014,43935,6.48
853,Noein: Mou Hitori no Kimi e,24,Oct 2005 - Mar 2006,90927,7.57
124,Vivy: Fluorite Eye's Song,13,Apr 2021 - Jun 2021,526769,8.4
4152,Piace: Watashi no Italian,12,Jan 2017 - Mar 2017,16392,5.88
4444,Nyamen,12,Jan 2014 - Mar 2014,1415,5.54
1029,Tonari no Kaibutsu-kun,13,Oct 2012 - Dec 2012,1068806,7.47
744,Heion Sedai no Idaten-tachi,11,Jul 2021 - Sep 2021,185284,7.63
3042,Kakutou Bijin Wulong,25,Oct 2005 - Mar 2006,6156,6.55
1399,Mahouka Koukou no Rettousei: Raihousha-hen,13,Oct 2020 - Dec 2020,345786,7.28
1366,Shinrei Tantei Yakumo,13,Oct 2010 - Dec 2010,132783,7.3
3288,One Room: Third Season,12,Oct 2020 - Dec 2020,34620,6.44
2007,Joker Game,12,Apr 2016 - Jun 2016,210051,7.03
3069,Iketeru Futari,16,Feb 1999 - Feb 1999,19591,6.54
2936,Girls Bravo: Second Season,13,Jan 2005 - Apr 2005,91288,6.6
1414,Btooom!,12,Oct 2012 - Dec 2012,851172,7.28
2792,Sasami-san@Ganbaranai,12,Jan 2013 - Mar 2013,81927,6.66
4451,W'z,13,Jan 2019 - Mar 2019,25909,5.53
1271,World Dai Star,12,Apr 2023 - Jun 2023,12903,7.35
3895,Suhoyojeong Michel,26,Jun 2003 - Dec 2003,878,6.09
97,Mob Psycho 100,12,Jul 2016 - Sep 2016,2036798,8.49
4442,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,12,Jul 2019 - Sep 2019,281459,5.55
698,Binbougami ga!,13,Jul 2012 - Sep 2012,231035,7.67
3054,Qin Shi Mingyue: Ye Jin Tianming,18,Jul 2008 - Aug 2008,1349,6.55
3563,Saint Beast: Kouin Jojishi Tenshi Tan,13,Apr 2007 - Jun 2007,6881,6.3
3224,Dokaben,163,Oct 1976 - Dec 1979,1245,6.48
3236,Qualidea Code,12,Jul 2016 - Sep 2016,191578,6.47
1253,Nurse Angel Ririka SOS,35,Jul 1995 - Mar 1996,4844,7.35
3703,Chou Supercar Gattiger,25,Oct 1977 - Mar 1978,792,6.22
265,Black Clover,170,Oct 2017 - Mar 2021,1631413,8.15
3835,Bakumatsu Gijinden Roman,12,Jan 2013 - Mar 2013,10986,6.13
3402,Blue Dragon,51,Apr 2007 - Mar 2008,54297,6.39
2613,Bakusou Kyoudai Let's & Go MAX,51,Jan 1998 - Dec 1998,4013,6.73
536,Bungou Stray Dogs,12,Apr 2016 - Jun 2016,1369244,7.82
4660,Sekai no Yami Zukan,13,Apr 2017 - Jun 2017,23438,4.7
3118,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,12,Jul 2023 - Sep 2023,119088,6.52
547,Isekai Ojisan,13,Jul 2022 - Mar 2023,336030,7.81
181,Kino no Tabi: The Beautiful World,13,Apr 2003 - Jul 2003,311844,8.28
2265,Uchi no Kaisha no Chiisai Senpai no Hanashi,12,Jul 2023 - Oct 2023,95339,6.91
2557,Mahou Shoujo Lalabel,49,Feb 1980 - Feb 1981,2414,6.76
2681,Future Card Buddyfight,64,Jan 2014 - Apr 2015,10931,6.71
1755,Kunoichi Tsubaki no Mune no Uchi,13,Apr 2022 - Jul 2022,58487,7.15
190,Gyakkyou Burai Kaiji: Ultimate Survivor,26,Oct 2007 - Apr 2008,350262,8.27
4364,Sore dake ga Neck,12,Oct 2020 - Jan 2021,6552,5.66
3788,Fantasista Doll,12,Jul 2013 - Sep 2013,27018,6.17
4082,Zhong Hua Xiao Zi,26,Dec 2006 - 2007,746,5.95
2091,Tenshi ni Narumon!,26,Apr 1999 - Sep 1999,7723,7.0
2347,Usavich,13,2006 - 2007,6862,6.87
984,Kyoukaisenjou no Horizon II,13,Jul 2012 - Sep 2012,82764,7.49
3078,Uchuu Senkan Tiramisù II,13,Oct 2018 - Dec 2018,9827,6.53
2619,Higurashi no Naku Koro ni Sotsu,15,Jul 2021 - Sep 2021,109872,6.73
2410,"Kanojo, Okarishimasu 2nd Season",12,Jul 2022 - Sep 2022,408659,6.83
4079,Hakushon Daimaou 2020,20,Apr 2020 - Sep 2020,1048,5.95
62,Ping Pong the Animation,11,Apr 2014 - Jun 2014,388271,8.62
513,Trigun Stampede,12,Jan 2023 - Mar 2023,169280,7.84
4541,Pac-World,52,Apr 2014 - Apr 2015,2716,5.38
3323,"Ore, Twintail ni Narimasu.",12,Oct 2014 - Dec 2014,158858,6.43
4676,KochinPa! Dainiki,24,Dec 2016 - May 2017,1549,4.44
3467,Strange Dawn,13,Jul 2000 - Sep 2000,5840,6.36
1899,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,13,Oct 2003 - Dec 2003,38669,7.08
622,Tentai Senshi Sunred,26,Oct 2008 - Mar 2009,22275,7.74
1634,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,12,Jul 2007 - Oct 2007,38165,7.19
2323,Mahoutsukai Sally,109,Dec 1966 - Dec 1968,4495,6.88
3018,RDG: Red Data Girl,12,Apr 2013 - Jun 2013,111087,6.56
2118,Terra Formars,13,Sep 2014 - Dec 2014,229689,6.99
2814,Terra Formars: Revenge,13,Apr 2016 - Jun 2016,91950,6.65
1196,Pokemon,276,Apr 1997 - Nov 2002,624080,7.38
3679,Sougen no Shoujo Laura,26,Oct 1975 - Mar 1976,989,6.24
1278,Kaze no Shoujo Emily,26,Apr 2007 - Sep 2007,7621,7.34
1357,Hisone to Maso-tan,12,Apr 2018 - Jun 2018,82736,7.3
2726,Ginga Patrol PJ,26,Oct 1982 - 1983,1196,6.69
3052,Omishi Mahou Gekijou: Risky★Safety,24,Oct 1999 - Apr 2000,4275,6.55
3183,HenSemi (TV),13,Apr 2011 - Jul 2011,45652,6.5
810,Senpai ga Uzai Kouhai no Hanashi,12,Oct 2021 - Dec 2021,324630,7.59
4236,Warau Arsnotoria Sun!,12,Jul 2022 - Sep 2022,27686,5.82
1596,Witchblade,24,Apr 2006 - Sep 2006,115836,7.21
3753,Koi to Producer: EVOL×LOVE,12,Jul 2020 - Oct 2020,61245,6.19
1985,Ochame na Futago: Claire Gakuin Monogatari,26,Jan 1991 - Nov 1991,3072,7.04
3933,Nono-chan,61,Jul 2001 - Sep 2002,1226,6.06
3001,Burn Up Excess,13,Dec 1997 - Jul 1998,11563,6.57
2101,Maria†Holic,12,Jan 2009 - Mar 2009,177350,7.0
3757,Photokano,13,Apr 2013 - Jun 2013,125112,6.19
2722,Cutie Honey F,39,Feb 1997 - Jan 1998,10161,6.69
1286,Sabage-bu!,12,Jul 2014 - Sep 2014,155165,7.34
2458,Shinmai Maou no Testament Burst,10,Oct 2015 - Dec 2015,395315,6.81
3,Gintama°,51,Apr 2015 - Mar 2016,620676,9.06
3742,Get Ride! AMDriver,51,Apr 2004 - Mar 2005,2225,6.2
2577,Rosario to Vampire,13,Jan 2008 - Mar 2008,680535,6.75
1227,Shiro Seijo to Kuro Bokushi,12,Jul 2023 - Sep 2023,69038,7.37
4463,Fujilog,13,Apr 2011 - Jun 2011,633,5.51
872,Taiho Shichau zo (TV),47,Oct 1996 - Sep 1997,35460,7.55
789,Jigoku Shoujo Mitsuganae,26,Oct 2008 - Apr 2009,102318,7.61
1589,Groove Adventure Rave,51,Oct 2001 - Sep 2002,99953,7.21
614,Claymore,26,Apr 2007 - Sep 2007,666414,7.74
2158,Rilu Rilu Fairilu: Yousei no Door,59,Feb 2016 - Mar 2017,2790,6.96
67,Kenpuu Denki Berserk,25,Oct 1997 - Apr 1998,644468,8.58
95,Uchuu Kyoudai,99,Apr 2012 - Mar 2014,192220,8.49
2768,Youkai Watch: Shadow Side,49,Apr 2018 - Mar 2019,2683,6.67
3282,Vividred Operation,12,Jan 2013 - Mar 2013,66377,6.44
3669,Kashi no Ki Mokku,52,Jan 1972 - Dec 1972,2171,6.24
4350,Tokyo Futago Athletic,8,Dec 2016 - Jan 2017,607,5.68
1330,Zero no Tsukaima: Princesses no Rondo,12,Jul 2008 - Sep 2008,443004,7.32
335,World Trigger 2nd Season,12,Jan 2021 - Apr 2021,147149,8.05
3133,Pingu in the City,26,Oct 2017 - Mar 2018,42195,6.52
2672,Nezha Chuanqi,52,Jun 2003 - Jul 2004,609,6.71
3550,Zettai Bouei Leviathan,13,Apr 2013 - Jul 2013,28405,6.31
3559,Okusama wa Joshikousei (TV),13,Jul 2005 - Sep 2005,28245,6.3
634,Gundam Build Fighters,25,Oct 2013 - Mar 2014,74562,7.73
1497,Inazuma Eleven Go: Chrono Stone,51,Apr 2012 - May 2013,58432,7.25
3963,Himitsukessha Taka no Tsume,11,Apr 2006 - Jun 2006,1281,6.04
4600,Odoru Mowai-kun,26,Jul 2019 - Dec 2019,841,5.17
272,Princess Tutu,38,Aug 2002 - May 2003,167402,8.14
4382,Saa Ikou! Tamagotchi,12,Nov 2007 - Feb 2008,1133,5.65
2575,Nourin,12,Jan 2014 - Mar 2014,189816,6.75
151,Bakemonogatari,15,Jul 2009 - Jun 2010,1386557,8.33
1584,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,24,Oct 2020 - Mar 2021,15046,7.22
643,Kyoukai no Kanata,12,Oct 2013 - Dec 2013,1155295,7.72
1761,Ochamegami Monogatari: Korokoro Pollon,46,May 1982 - Mar 1983,3360,7.15
1707,The Marshmallow Times,52,Apr 2004 - Mar 2005,1247,7.16
2112,"Flanders no Inu, Boku no Patrasche",26,Oct 1992 - Mar 1993,2243,6.99
4635,BAR Kiraware Yasai,13,Apr 2015 - Jun 2015,2758,4.94
2343,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,12,Jul 2003 - Sep 2003,6230,6.87
3099,Battle Spirits: Sword Eyes,29,Sep 2012 - Mar 2013,2731,6.53
1143,Captain Tsubasa (2018),52,Apr 2018 - Apr 2019,74174,7.41
516,Oniisama e...,39,Jul 1991 - May 1992,46745,7.84
4367,Kakko Kawaii Sengen! 2,10,Aug 2011 - Dec 2011,918,5.66
1647,Arte,12,Apr 2020 - Jun 2020,128961,7.19
1058,Yozakura Quartet: Hana no Uta,13,Oct 2013 - Dec 2013,124455,7.45
554,Mairimashita! Iruma-kun 3rd Season,21,Oct 2022 - Mar 2023,181620,7.81
1037,Saki,25,Apr 2009 - Sep 2009,93466,7.46
1631,Star Driver: Kagayaki no Takuto,25,Oct 2010 - Apr 2011,113776,7.19
715,Kami nomi zo Shiru Sekai,12,Oct 2010 - Dec 2010,623524,7.65
3171,UFO Senshi Dai Apolon 2,21,Oct 1976 - Feb 1977,642,6.5
2146,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",24,Apr 2023 - Sep 2023,7004,6.97
1113,Ikoku Meiro no Croisée The Animation,12,Jul 2011 - Sep 2011,58567,7.42
3873,Gunjou no Magmell,13,Apr 2019 - Jun 2019,157014,6.11
4690,Ladyspo,12,Apr 2018 - Jun 2018,4442,3.05
669,Hourou Musuko,11,Jan 2011 - Apr 2011,129239,7.69
4650,Ame-iro Cocoa: Rainy Color e Youkoso!,12,Oct 2015 - Dec 2015,10718,4.77
333,Gosick,24,Jan 2011 - Jul 2011,544446,8.05
2419,Devil Survivor 2 The Animation,13,Apr 2013 - Jun 2013,166523,6.83
3621,Microid S,26,Apr 1973 - Oct 1973,811,6.27
1825,Muumin,65,Oct 1969 - Dec 1970,6780,7.12
1853,Virtua Fighter,35,Oct 1995 - Jun 1996,11232,7.1
550,Tomo-chan wa Onnanoko!,13,Jan 2023 - Mar 2023,369790,7.81
4547,Urawa no Usagi-chan,12,Apr 2015 - Jun 2015,17377,5.37
4421,Endride,24,Apr 2016 - Sep 2016,73853,5.59
898,So Ra No Wo To,12,Jan 2010 - Mar 2010,161381,7.54
2062,Sora wo Kakeru Shoujo,26,Jan 2009 - Jun 2009,26092,7.01
3791,Anime Oyako Gekijou,26,Oct 1981 - Mar 1982,2468,6.16
3223,DD Hokuto no Ken (2013),13,Apr 2013 - Jun 2013,4274,6.48
4470,Kakko Kawaii Sengen!,5,Nov 2010 - Dec 2010,1550,5.49
2912,Umi Monogatari: Anata ga Ite Kureta Koto,12,Jun 2009 - Sep 2009,28722,6.61
245,Bakuman.,25,Oct 2010 - Apr 2011,615994,8.18
629,Shiki,22,Jul 2010 - Dec 2010,595430,7.73
1868,Aoi Hana,11,Jul 2009 - Sep 2009,99642,7.1
4111,Gatapishi,199,Apr 1990 - Mar 1991,488,5.92
4258,Mangirl!,13,Jan 2013 - Mar 2013,32828,5.8
4678,Ragnastrike Angels,12,Apr 2016 - Jun 2016,12982,4.29
1214,Kamichu!,12,Jun 2005 - Sep 2005,62757,7.37
3180,D.C.III: Da Capo III,13,Jan 2013 - Mar 2013,30317,6.5
1510,Haikara-san ga Tooru,42,Jun 1978 - Mar 1979,6690,7.24
2760,Fortune Arterial: Akai Yakusoku,12,Oct 2010 - Dec 2010,116483,6.67
2066,Takahashi Rumiko Gekijou Ningyo no Mori,11,Oct 2003 - Dec 2003,27371,7.01
3699,Duel Masters Cross,100,Apr 2008 - Mar 2010,2359,6.23
2863,Cardfight!! Vanguard: Shinemon-hen,31,Aug 2019 - Mar 2020,4448,6.63
3804,Misute♡naide Daisy,12,Jul 1997 - Sep 1997,2050,6.15
2322,Kyoukai no Rinne,25,Apr 2015 - Sep 2015,87894,6.88
3918,Bem,12,Jul 2019 - Oct 2019,70578,6.07
2417,Senkou no Night Raid,13,Apr 2010 - Jun 2010,45183,6.83
1784,GA: Geijutsuka Art Design Class,12,Jul 2009 - Sep 2009,20371,7.14
3952,DRAMAtical Murder,12,Jul 2014 - Sep 2014,166101,6.05
2044,Fortune Quest L,26,Oct 1997 - May 1998,2383,7.02
427,Kimi to Boku. 2,13,Apr 2012 - Jun 2012,88037,7.92
621,Taiyou no Ko Esteban,39,May 1982 - Feb 1983,13372,7.74
4552,Glass no Kamen desu ga,3,Apr 2013 - Apr 2013,1584,5.36
1213,Watashi no Oshi wa Akuyaku Reijou.,12,Oct 2023 - Dec 2023,87457,7.37
3813,Himiko-den,12,Jan 1999 - Apr 1999,6198,6.15
3377,Takamiya Nasuno desu! Teekyuu Spin-off,12,Apr 2015 - Jun 2015,14787,6.4
548,Jungle wa Itsumo Hare nochi Guu,26,Apr 2001 - Sep 2001,34039,7.81
3935,Chou Kousoku Galvion,22,Feb 1984 - Apr 1984,1846,6.06
184,Kobayashi-san Chi no Maid Dragon S,12,Jul 2021 - Sep 2021,544433,8.27
1079,Sugar Apple Fairy Tale,12,Jan 2023 - Mar 2023,103250,7.44
4592,Pacusi,18,Apr 1994 - Jan 1995,620,5.21
1698,Chuukan Kanriroku Tonegawa,24,Jul 2018 - Dec 2018,40989,7.17
1973,Sore ga Seiyuu!,13,Jul 2015 - Sep 2015,53943,7.04
1449,Kyouran Kazoku Nikki,26,Apr 2008 - Oct 2008,28581,7.26
2588,Viewtiful Joe,51,Oct 2004 - Sep 2005,11831,6.74
94,Summertime Render,25,Apr 2022 - Sep 2022,502133,8.49
4559,Ulysses: Jehanne Darc to Renkin no Kishi,12,Oct 2018 - Dec 2018,93646,5.34
3962,GO-GO Tamagotchi!,50,Apr 2014 - Mar 2015,752,6.04
4061,Isuca,10,Jan 2015 - Mar 2015,147362,5.97
693,Mousou Dairinin,13,Feb 2004 - May 2004,413753,7.67
724,Hai to Gensou no Grimgar,12,Jan 2016 - Mar 2016,723942,7.65
387,Yofukashi no Uta,13,Jul 2022 - Sep 2022,564081,7.98
642,Yamato Nadeshiko Shichihenge♥,25,Oct 2006 - Mar 2007,160356,7.72
2198,Jewelpet Magical Change,39,Apr 2015 - Dec 2015,3091,6.95
3321,Nekojiru Gekijou Jirujiru Original,27,Jul 1999 - Oct 1999,11542,6.43
770,Utawarerumono,26,Apr 2006 - Sep 2006,169794,7.62
3267,Ashita Tenki ni Naare,47,Oct 1984 - Sep 1985,962,6.45
501,Ie Naki Ko,51,Oct 1977 - Oct 1978,15703,7.86
3488,Xi Yangyang Yu Hui Tailang,530,Aug 2005 - 2008,911,6.34
517,Seihou Bukyou Outlaw Star,24,Jan 1998 - Jun 1998,154739,7.84
2783,Mahouka Koukou no Yuutousei,13,Jul 2021 - Sep 2021,130513,6.66
721,5-toubun no Hanayome,12,Jan 2019 - Mar 2019,931536,7.65
1161,Psycho-Pass 2,11,Oct 2014 - Dec 2014,649261,7.4
4026,Turning Mecard W,26,May 2016 - Nov 2016,569,5.99
1665,Zoids Genesis,50,Apr 2005 - Mar 2006,15807,7.18
1891,Mangaka-san to Assistant-san to The Animation,12,Apr 2014 - Jun 2014,276876,7.09
1430,Strawberry Panic,26,Apr 2006 - Sep 2006,142274,7.27
3027,Futoku no Guild,12,Oct 2022 - Dec 2022,101635,6.56
700,Daa! Daa! Daa!,78,Mar 2000 - Feb 2002,25376,7.67
3827,Burn Up Scramble,12,Jan 2004 - Mar 2004,9966,6.14
2706,Shin Kyojin no Hoshi,52,Oct 1977 - Sep 1978,885,6.7
628,Panty & Stocking with Garterbelt,13,Oct 2010 - Dec 2010,390205,7.73
3303,Go! Go! Itsutsugo Land,50,Apr 2001 - Mar 2002,1020,6.44
3147,Sakugan,12,Oct 2021 - Dec 2021,100005,6.51
1295,Free!,12,Jul 2013 - Sep 2013,793068,7.33
1577,Galaxy Angel 4,13,Jul 2004 - Sep 2004,8244,7.22
3080,Wooser no Sono Higurashi: Mugen-hen,13,Jul 2015 - Sep 2015,4929,6.53
4017,Personal Computer Travel Tanteidan,26,Apr 1983 - Sep 1983,1301,6.0
3922,Mahou Shoujo Nante Mou Ii desu kara. Second Season,12,Oct 2016 - Dec 2016,13205,6.07
115,Kono Oto Tomare! Part 2,13,Oct 2019 - Dec 2019,173742,8.42
2778,Pokemon Best Wishes! Season 2: Episode N,14,Jan 2013 - Apr 2013,47799,6.67
953,Hello! Lady Lynn,36,May 1988 - Jan 1989,4267,7.51
4257,Z/X: Code Reunion,12,Oct 2019 - Dec 2019,13747,5.8
3253,IS: Infinite Stratos 2,12,Oct 2013 - Dec 2013,389491,6.46
630,Ani ni Tsukeru Kusuri wa Nai! 2,24,Jul 2018 - Dec 2018,50393,7.73
1854,Kamisama Kazoku,13,May 2006 - Aug 2006,48043,7.1
4351,Zombie-ga Doeeo Beorin Naui Ttal,26,Apr 2022 - Jun 2022,4011,5.68
1964,Corrector Yui,52,Apr 1999 - Oct 2000,16683,7.05
833,Arknights: Touin Kiro,8,Oct 2023 - Nov 2023,37438,7.58
2767,Wild Arms: Twilight Venom,22,Oct 1999 - Mar 2000,8259,6.67
1859,Nintama Rantarou,,Apr 1993 -,7503,7.1
1246,s.CRY.ed,26,Jul 2001 - Dec 2001,82558,7.36
1435,YAT Anshin! Uchuu Ryokou 2,25,Apr 1998 - Oct 1998,1356,7.27
3221,Cardfight!! Vanguard Gaiden: If,25,May 2020 - Nov 2020,3967,6.48
4534,Idol Memories,12,Oct 2016 - Dec 2016,8721,5.39
2316,Chimimo,12,Jul 2022 - Sep 2022,3868,6.88
1434,YAT Anshin! Uchuu Ryokou,50,Oct 1996 - Sep 1997,2430,7.27
1612,Ben-To,12,Oct 2011 - Dec 2011,325615,7.2
278,Buddy Daddies,12,Jan 2023 - Apr 2023,253394,8.13
3093,Potion-danomi de Ikinobimasu!,12,Oct 2023 - Dec 2023,33739,6.53
511,Jibaku Shounen Hanako-kun,12,Jan 2020 - Mar 2020,583346,7.84
1929,Ryuusei no Rockman,55,Oct 2006 - Oct 2007,13427,7.07
3525,Liar Liar,12,Jul 2023 - Sep 2023,133986,6.32
2986,Ranpo Kitan: Game of Laplace,11,Jul 2015 - Sep 2015,117468,6.58
235,Major S4,26,Jan 2008 - Jun 2008,64942,8.19
1154,Shugo Chara!,51,Oct 2007 - Sep 2008,217887,7.4
3411,Spy Kyoushitsu,12,Jan 2023 - Mar 2023,140203,6.39
2269,Koroshi Ai,12,Jan 2022 - Mar 2022,163531,6.91
4282,Backstage Idol Story,8,Oct 2012 - Nov 2012,860,5.77
1588,Ginga Densetsu Weed,26,Nov 2005 - May 2006,15391,7.21
26,Shingeki no Kyojin: The Final Season,16,Dec 2020 - Mar 2021,1953742,8.79
1744,Gaiking: Legend of Daiku-Maryu,39,Nov 2005 - Sep 2006,5013,7.15
4599,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",5,Jul 2015 - Aug 2015,563,5.17
2528,Monkey Turn,25,Jan 2004 - Jun 2004,1815,6.77
3672,Miyanishi Tatsuya Gekijou: Omae Umasou da na,20,Oct 2010 - Oct 2010,1730,6.24
1803,Rokudenashi Majutsu Koushi to Akashic Records,12,Apr 2017 - Jun 2017,718552,7.13
996,"Ijiranaide, Nagatoro-san 2nd Attack",12,Jan 2023 - Mar 2023,269697,7.49
306,Ansatsu Kyoushitsu,22,Jan 2015 - Jun 2015,1986461,8.08
2734,Tsukipro The Animation,13,Oct 2017 - Dec 2017,17698,6.69
986,Aikatsu!,178,Oct 2012 - Mar 2016,43056,7.49
1060,Kamonohashi Ron no Kindan Suiri,13,Oct 2023 - Dec 2023,105689,7.45
3132,Papa to Odorou,16,Jul 1999 - Jul 1999,1409,6.52
1690,Mikan Enikki,30,Oct 1992 - Jun 1993,3163,7.17
1401,Mazinger Z,92,Dec 1972 - Sep 1974,17719,7.28
3548,Super Zugan,21,Oct 1992 - Mar 1993,917,6.31
3837,Hanabi-chan wa Okuregachi,12,Jul 2022 - Sep 2022,4937,6.13
811,Akudama Drive,12,Oct 2020 - Dec 2020,425599,7.59
150,Romeo no Aoi Sora,33,Jan 1995 - Dec 1995,49499,8.33
3617,Kamisama Minarai: Himitsu no Cocotama,139,Oct 2015 - Jun 2018,3281,6.27
2959,Akakichi no Eleven,52,Apr 1970 - Apr 1971,2188,6.59
3372,12-sai.: Chicchana Mune no Tokimeki,12,Apr 2016 - Jun 2016,34780,6.4
3044,Kita e.: Diamond Dust Drops,12,Jan 2004 - Apr 2004,9363,6.55
4436,Kirin Monoshiri Yakata,1565,Jan 1975 - Dec 1979,763,5.55
1200,Alps no Shoujo Heidi,52,Jan 1974 - Dec 1974,37141,7.38
156,Fate/stay night: Unlimited Blade Works 2nd Season,13,Apr 2015 - Jun 2015,844554,8.32
3868,Yoiko,20,Nov 1998 - Mar 1999,5445,6.12
1797,Kuzu no Honkai,12,Jan 2017 - Mar 2017,679138,7.13
1543,Fuujin Monogatari,13,Sep 2004 - Feb 2005,18994,7.23
220,Sono Bisque Doll wa Koi wo Suru,12,Jan 2022 - Mar 2022,1023359,8.21
